analysis,ratio,critical_ratio,p_value,passed,role
primary_hybrid,0.374481312234516,0.6357598701625898,9.99950002499875e-05,True,post_hoc_simulation_assisted_primary
early_saturating_transient,0.14493698324059645,0.3938352803967416,0.0005499725013749313,True,pre_registered_shape_post_hoc_sensitivity
linear_ramp,0.27869398608028845,0.548987814286395,0.00014999250037498125,True,pre_registered_shape_post_hoc_sensitivity
step_at_block_boundary,0.2568111534734513,0.5105882557872946,0.00034998250087495624,True,pre_registered_shape_post_hoc_sensitivity
