channel,interval_seconds,ou_point_residual_variance,ou_uncertainty_lower,ou_uncertainty_upper,nonparametric_residual_variance,no_sensing_process_variance,no_sensing_ci_lower,no_sensing_ci_upper
e1_readout_all_one,36.52048107918314,1.4380694063921395e-05,1.3392276123374103e-05,0.06981384046599877,1.558962624360084e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,37.863896776772435,1.3941894177391154e-05,1.2917116525389252e-05,0.07155390157386005,1.5669529288183108e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,39.25673038133326,1.3521289519769671e-05,1.2458815648168333e-05,0.07331263592553984,1.5830719856932658e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,40.70079974383612,1.3118331916308634e-05,1.201677534223268e-05,0.07508879244691054,1.6073408327048087e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,42.19798958538702,1.2732496859827298e-05,1.1590418680520521e-05,0.076881042186483,1.6397911442374037e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,43.7502539570639,1.2363277876829546e-05,1.1179189205412864e-05,0.07868797982719078,1.6804652726798186e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,45.35961879023801,1.2010196520366244e-05,1.078255020247523e-05,0.0805081257358191,1.7294163037011667e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,47.028184540709546,1.1672789261957652e-05,1.0399983999967116e-05,0.08233992857523781,1.7867081255354357e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,48.75812893010938,1.1350616713394997e-05,1.0030991293204715e-05,0.0841817685008691,1.8524155123649712e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,50.551709788142624,1.1043258098714197e-05,9.675090492895678e-06,0.0860319609583676,1.926955919867642e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,52.41126799938633,1.0750312884639471e-05,9.3318170965947e-06,0.08788876109430799,2.0613692788741258e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,54.33923055848497,1.047139842137615e-05,9.000723082460158e-06,0.08975036878573969,2.2924911593457586e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,56.338113737732,1.0206150159710902e-05,8.681376324520329e-06,0.09161493428780906,2.6206232090409472e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,58.410526371172956,9.954222677595814e-06,8.373360028685846e-06,0.09348056449128343,3.0461936881359546e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,60.5591732595134,9.715286482275463e-06,8.076272188772777e-06,0.09534532977378544,3.5697580281667356e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,62.786858700279105,9.489030912803096e-06,7.78972506182581e-06,0.09720727141994388,4.1919995569482434e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,65.09649014783294,9.27515917040515e-06,7.513344662057206e-06,0.09906440957655957,4.9137303904168324e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,67.49108200802638,9.073393323689209e-06,7.246770272740845e-06,0.10091475169941123,5.735892492559831e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,69.97375957243972,8.883469005769506e-06,6.9896539754241956e-06,0.10275630143861597,6.659570350875294e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,72.54776309734214,8.705138892681045e-06,6.741660195844115e-06,0.1045870678996792,8.386396247558009e-05,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,75.2164520326999,8.538170715420834e-06,6.502465265953385e-06,0.1064050752077281,0.00011607802905160742,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,77.9833094067473,8.382345274885511e-06,6.271757001486818e-06,0.1082083722931076,0.0001632799472914788,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,80.85194637184733,8.237460437174913e-06,6.0492342945151685e-06,0.10999504280779657,0.0002255313225819361,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,83.82610691757192,8.103326825326283e-06,5.834606720455425e-06,0.11176321507419056,0.00030291340204583334,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,86.90967275715361,7.979768512297143e-06,5.6275941590244045e-06,0.11351107196098331,0.00039552718058146207,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,90.10666839368866,7.86662534933401e-06,5.427926428640853e-06,0.11523686057540866,0.0005034935326756543,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,93.42126637269907,7.763749040107958e-06,5.235342933799171e-06,0.11693890165723743,0.0006269533701625732,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,96.85779272791417,7.671005240358369e-06,5.049592324954199e-06,0.11861559855791909,0.0007660678261342466,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,100.42073262737513,7.588273223312589e-06,4.870432170473444e-06,0.12026544568831395,0.0009168516639614115,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,104.11473622723251,7.515445016338598e-06,4.6976286402284705e-06,0.12188703632078904,0.0010637508077904964,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,107.94462474087972,7.452425054457293e-06,4.5309562004124126e-06,0.1234790696361799,0.0012054379519950953,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,111.91539673133782,7.399131824317519e-06,4.370197319185553e-06,0.12504035691333798,0.0013420980189605622,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,116.0322346351108,7.355495198084757e-06,4.2151421827644705e-06,0.12656982676872433,0.0014739093700033823,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,120.30051152602022,7.321458051814339e-06,4.065588421584497e-06,0.1280665293657066,0.0016010440381586727,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,124.7257981278495,7.296976775173635e-06,3.921340846177939e-06,0.1295296395277505,0.0017236679527083644,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,129.31387008495238,7.282018589216057e-06,3.782211192423305e-06,0.13095845870634393,0.0018419411557431562,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,134.07071550030923,7.276564561922193e-06,3.648017875833235e-06,0.13235241577294438,0.001956018011040734,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,139.00254275087656,7.280607037171041e-06,3.518585754560205e-06,0.13371106662412618,0.002066047405533058,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,144.11578859042237,7.2941515863452726e-06,3.393745900810927e-06,0.13503409260993235,0.002172172943625474,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,149.41712655043025,7.317215774588393e-06,3.2733353803709044e-06,0.1363212978167031,0.002274533134621447,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,154.91347565003045,7.349829901313328e-06,3.157197039951534e-06,0.13757260525674744,0.002373261573497379,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,160.6120094263279,7.392036032377764e-06,3.0451793020821704e-06,0.13878805203755049,0.002468487115263525,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,166.5201652969163,7.443889562062374e-06,2.9371359672793777e-06,0.13996778360212755,0.0025603340431386056,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,172.64565426679033,7.5054580315276315e-06,2.832926023235331e-06,0.14111204714903583,0.0026489222307574897,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,178.99647099233374,7.5768218785390865e-06,2.7324134607761486e-06,0.14222118435487752,0.002734367298623808,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,185.58090421551097,7.65807410940951e-06,2.635467096350107e-06,0.14329562353335953,0.0028167807650115537,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,192.40754758188294,7.7493208338499e-06,2.5419604008139905e-06,0.1443358713727285,0.002896270191512676,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,199.48531085657044,7.850681181518834e-06,2.4517713342940652e-06,0.14534250439738508,0.0029729393234206843,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,206.82343155279364,7.962287030548143e-06,2.3647821869062966e-06,0.14631616029955402,0.0030468882251333384,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,214.43148698817697,8.084284379707192e-06,2.2808794251277426e-06,0.14725752928306418,0.00311821341075132,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,222.3194067845439,8.216832169344778e-06,2.1999535436187697e-06,0.14816734555372718,0.003187007970043188,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,230.4974858275202,8.36010343240222e-06,2.1218989223026267e-06,0.14904637907982193,0.003253361689941097,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,238.97639770286406,8.514285224968183e-06,2.0466136885158114e-06,0.14989542773225073,0.003317361171725858,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,247.76720862704846,8.679578666339397e-06,1.973999584049422e-06,0.15071530989760484,0.0033790899440542146,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,256.88139189029056,8.856199337057617e-06,1.9039618369078393e-06,0.1515068576393488,0.003438628571975942,0.001946241867434051,0.0013059802689043675,0.003591581461102063
e1_readout_all_one,266.33084283086737,9.044377632283593e-06,1.8364090376174599e-06,0.15227091046331373,0.003496054762082977,0.001946241867434051,0.0013059802689043675,0.003591581461102063
