channel,interval_seconds,ou_point_residual_variance,ou_uncertainty_lower,ou_uncertainty_upper,nonparametric_residual_variance,no_sensing_process_variance,no_sensing_ci_lower,no_sensing_ci_upper,grid_index,log10_ou_point_residual_variance,log10_nonparametric_residual_variance,log10_no_sensing_process_variance,is_ou_grid_minimum,is_nonparametric_grid_minimum
e1_readout_all_one,0.08449190765868995,0.0057886318024724165,0.0057886297081443305,0.006016613013367363,0.0057886297081443305,0.001946241867434051,0.0013059802689043675,0.003591581461102063,102,-2.237424073725639,-2.237424230853493,-2.710803189162883,False,False
e1_readout_all_one,0.0875999651572163,0.005583250619766386,0.005583248416744259,0.005819610510971346,0.005583248416744259,0.001946241867434051,0.0013059802689043675,0.003591581461102063,103,-2.253112877193686,-2.2531130485563216,-2.710803189162883,False,False
e1_readout_all_one,0.09082235338494303,0.005385156612118714,0.005385154078731065,0.005630202606099198,0.005385154078731065,0.001946241867434051,0.0013059802689043675,0.003591581461102063,104,-2.2688016619500435,-2.26880186625915,-2.710803189162883,False,False
e1_readout_all_one,0.09416327802842696,0.005194090711994631,0.005194088152105623,0.005448142030718119,0.005194088152105623,0.001946241867434051,0.0013059802689043675,0.003591581461102063,105,-2.284490469921445,-2.2844906839619785,-2.710803189162883,False,False
e1_readout_all_one,0.09762709948153357,0.005009803865930445,0.005009801267970613,0.005273191101425641,0.005009801267970613,0.001946241867434051,0.0013059802689043675,0.003591581461102063,106,-2.3001792764504185,-2.3001795016648066,-2.710803189162883,False,False
e1_readout_all_one,0.10121833853638706,0.004832055647395024,0.00483205290506775,0.005105121408857004,0.00483205290506775,0.001946241867434051,0.0013059802689043675,0.003591581461102063,107,-2.315868072893251,-2.315868319367635,-2.710803189162883,False,False
e1_readout_all_one,0.10494168228366302,0.004660613759876279,0.0046606110758624685,0.004943713519220674,0.0046606110758624685,0.001946241867434051,0.0013059802689043675,0.003591581461102063,108,-2.3315568869633356,-2.3315571370704635,-2.710803189162883,False,False
e1_readout_all_one,0.1088019902299254,0.004495254995370982,0.004495252023766362,0.0047887566874948,0.004495252023766362,0.001946241867434051,0.0013059802689043675,0.003591581461102063,109,-2.3472456676812543,-2.347245954773292,-2.710803189162883,False,False
e1_readout_all_one,0.11280430063999146,0.004335762980917328,0.00433575993110219,0.004640048581913263,0.00433575993110219,0.001946241867434051,0.0013059802689043675,0.003591581461102063,110,-2.362934466989322,-2.3629347724761205,-2.710803189162883,False,False
e1_readout_all_one,0.11695383711260164,0.004181929745426855,0.004181926637430358,0.004497395019467194,0.004181926637430358,0.001946241867434051,0.0013059802689043675,0.003591581461102063,111,-2.378623267412592,-2.3786235901789485,-2.710803189162883,False,False
e1_readout_all_one,0.12125601539797819,0.004033554522800673,0.004033551367869171,0.004360609711905705,0.004033551367869171,0.001946241867434051,0.0013059802689043675,0.003591581461102063,112,-2.394312068188866,-2.394312407881777,-2.710803189162883,False,False
e1_readout_all_one,0.12571645046616847,0.003890443998712884,0.0038904404710543403,0.00422951402211362,0.0038904404710543403,0.001946241867434051,0.0013059802689043675,0.003591581461102063,113,-2.410000831788079,-2.4100012255846055,-2.710803189162883,False,False
e1_readout_all_one,0.13034096383540006,0.0037524105597643246,0.003752407166395717,0.0041039367303491595,0.003752407166395717,0.001946241867434051,0.0013059802689043675,0.003591581461102063,114,-2.4256896505473793,-2.425690043287434,-2.710803189162883,False,False
e1_readout_all_one,0.13513559117001092,0.0036192750548167886,0.0036192713003013726,0.003983713810141677,0.0036192713003013726,0.001946241867434051,0.0013059802689043675,0.003591581461102063,115,-2.4413784104673955,-2.4413788609902625,-2.710803189162883,False,False
e1_readout_all_one,0.1401065901578714,0.0034908628461871034,0.0034908591110509027,0.003868688213576492,0.0034908591110509027,0.001946241867434051,0.0013059802689043675,0.003591581461102063,116,-2.4570672140085756,-2.457067678693091,-2.710803189162883,False,False
e1_readout_all_one,0.1452604486775795,0.0033670070618766175,0.003367003002011035,0.0037587096655568816,0.003367003002011035,0.001946241867434051,0.0013059802689043675,0.003591581461102063,117,-2.4727559727325437,-2.472756496395919,-2.710803189162883,False,False
e1_readout_all_one,0.15060389326608886,0.0032475454937806263,0.0032475413228975794,0.0036536344669242066,0.0032475413228975794,0.001946241867434051,0.0013059802689043675,0.003591581461102063,118,-2.4884447563259133,-2.4884453140987475,-2.710803189162883,False,False
e1_readout_all_one,0.15614389789781993,0.0031323222729891698,0.0031323181587982426,0.0035533253060597756,0.0031323181587982426,0.001946241867434051,0.0013059802689043675,0.003591581461102063,119,-2.504133561371258,-2.504134131801576,-2.710803189162883,False,False
e1_readout_all_one,0.16188769308671383,0.003021187447029227,0.0030211831266809255,0.003457651078775751,0.0030211831266809255,0.001946241867434051,0.0013059802689043675,0.003591581461102063,120,-2.5198223284556276,-2.5198229495044044,-2.710803189162883,False,False
e1_readout_all_one,0.16784277532310773,0.0029139956701996466,0.0029139911791219316,0.003366486716245198,0.0029139911791219316,0.001946241867434051,0.0013059802689043675,0.003591581461102063,121,-2.53551109786795,-2.535511767207233,-2.710803189162883,False,False
e1_readout_all_one,0.1740169168577475,0.002810607046241259,0.0028106024149979355,0.003279713020722534,0.0028106024149979355,0.001946241867434051,0.0013059802689043675,0.003591581461102063,122,-2.5511998692906084,-2.5512005849100614,-2.710803189162883,False,False
e1_readout_all_one,0.1804181758457085,0.0027108867006491954,0.0027108818968946133,0.003197216508856975,0.0027108818968946133,0.001946241867434051,0.0013059802689043675,0.003591581461102063,123,-2.566888633032237,-2.5668894026128894,-2.710803189162883,False,False
e1_readout_all_one,0.18705490686346335,0.00261470446971364,0.0026146994749936306,0.003118889262394966,0.0026146994749936306,0.001946241867434051,0.0013059802689043675,0.003591581461102063,124,-2.5825773907070815,-2.582578220315718,-2.710803189162883,False,False
e1_readout_all_one,0.19393577181282207,0.0025219349042217305,0.0025219296172081635,0.003044628786025799,0.0025219296172081635,0.001946241867434051,0.0013059802689043675,0.003591581461102063,125,-2.598266127557606,-2.5982670380185464,-2.710803189162883,False,False
e1_readout_all_one,0.20106975122597776,0.002432456715935908,0.0024324512453452046,0.0029743378722436827,0.0024324512453452046,0.001946241867434051,0.0013059802689043675,0.003591581461102063,126,-2.6139548789927813,-2.613955855721375,-2.710803189162883,False,False
e1_readout_all_one,0.20846615598641,0.002346153176696062,0.0023461475770808777,0.002907924472976101,0.0023461475770808777,0.001946241867434051,0.0013059802689043675,0.003591581461102063,127,-2.629643636882812,-2.6296446734242034,-2.710803189162883,False,False
e1_readout_all_one,0.21613463948094602,0.0022629117506029065,0.002262905973542466,0.0028453015778653443,0.002262905973542466,0.001946241867434051,0.0013059802689043675,0.003591581461102063,128,-2.645332382401217,-2.6453334911270314,-2.710803189162883,False,False
e1_readout_all_one,0.22408521019883845,0.002182623872100776,0.002182617792298259,0.0027863870989752806,0.002182617792298259,0.001946241867434051,0.0013059802689043675,0.003591581461102063,129,-2.6610210990802576,-2.66102230882986,-2.710803189162883,False,False
e1_readout_all_one,0.2323282447943028,0.002105184500268206,0.002105178245563338,0.0027311037618269443,0.002105178245563338,0.001946241867434051,0.0013059802689043675,0.003591581461102063,130,-2.676709836200252,-2.6767111265326884,-2.710803189162883,False,False
e1_readout_all_one,0.24087450162956486,0.0020304926989454745,0.0020304862634362335,0.002679379002554148,0.0020304862634362335,0.001946241867434051,0.0013059802689043675,0.003591581461102063,131,-2.6923985677663564,-2.692399944235517,-2.710803189162883,False,False
e1_readout_all_one,0.24973513481609175,0.0019584510541645005,0.0019584443619879684,0.002631144871072537,0.0019584443619879684,0.001946241867434051,0.0013059802689043675,0.003591581461102063,132,-2.7080872779184615,-2.708088761938345,-2.710803189162883,False,False
e1_readout_all_one,0.2589217087723353,0.0018889654659217925,0.0018889585160313048,0.0025863379401103075,0.0018889585160313048,0.001946241867434051,0.0013059802689043675,0.003591581461102063,133,-2.7237759817799656,-2.7237775796411734,-2.710803189162883,False,False
e1_readout_all_one,0.2684462133169827,0.0018219452436016158,0.0018219380364041763,0.0025448992199706704,0.0018219380364041763,0.001946241867434051,0.0013059802689043675,0.003591581461102063,134,-2.7394646793712583,-2.739466397344002,-2.710803189162883,False,False
e1_readout_all_one,0.27832107931741973,0.0017573030047241108,0.0017572954516070982,0.0025067740788959044,0.0017572954516070982,0.001946241867434051,0.0013059802689043675,0.003591581461102063,135,-2.755153348388616,-2.7551552150468304,-2.710803189162883,False,False
e1_readout_all_one,0.288559194913825,0.0016949541495232608,0.0016949463936401063,0.0024719121689498716,0.0016949463936401063,0.001946241867434051,0.0013059802689043675,0.003591581461102063,136,-2.7708420454717353,-2.770844032749659,-2.710803189162883,False,False
e1_readout_all_one,0.2991739223400723,0.0016348175212981268,0.0016348094878902138,0.0024402673572449275,0.0016348094878902138,0.001946241867434051,0.0013059802689043675,0.003591581461102063,137,-2.786530716346843,-2.7865328504524873,-2.710803189162883,False,False
e1_readout_all_one,0.3101791153633943,0.0015768146211296262,0.001576806246925676,0.0024117976624719864,0.001576806246925676,0.001946241867434051,0.0013059802689043675,0.003591581461102063,138,-2.8022193616823956,-2.8022216681553154,-2.710803189162883,False,False
e1_readout_all_one,0.3215891373655704,0.0015208696225804952,0.0015208609680584402,0.002386465196592843,0.0015208609680584402,0.001946241867434051,0.0013059802689043675,0.003591581461102063,139,-2.817908014494517,-2.817910485858144,-2.710803189162883,False,False
e1_readout_all_one,0.3334188800892322,0.0014669096500397175,0.0014669006345411073,0.0023642361116271906,0.0014669006345411073,0.001946241867434051,0.0013059802689043675,0.003591581461102063,140,-2.8335966344168098,-2.8335993035609723,-2.710803189162883,False,False
e1_readout_all_one,0.34568378307376113,0.0014148642051068406,0.0014148548202694217,0.0023450805514126493,0.0014148548202694217,0.001946241867434051,0.0013059802689043675,0.003591581461102063,141,-2.8492852405657048,-2.849288121263801,-2.710803189162883,False,False
e1_readout_all_one,0.3583998538061382,0.0013646653142872806,0.0013646555978659373,0.002328972608295089,0.0013646555978659373,0.001946241867434051,0.0013059802689043675,0.003591581461102063,142,-2.86497384677754,-2.8649769389666293,-2.710803189162883,False,False
e1_readout_all_one,0.37158368861304863,0.0013162474761578863,0.0013162374500248852,0.002315890284643304,0.0013162374500248852,0.001946241867434051,0.0013059802689043675,0.003591581461102063,143,-2.8806624485447316,-2.8806657566694573,-2.710803189162883,False,False
e1_readout_all_one,0.3852524943215099,0.0012695475679497276,0.0012695371840025294,0.002305815459114224,0.0012695371840025294,0.001946241867434051,0.0013059802689043675,0.003591581461102063,144,-2.896351022154531,-2.896354574372286,-2.710803189162883,False,False
e1_readout_all_one,0.399424110716288,0.0012245046295236031,0.0012244938491414298,0.0022987338576149303,0.0012244938491414298,0.001946241867434051,0.0013059802689043675,0.003591581461102063,145,-2.912039568585201,-2.9120433920751143,-2.710803189162883,False,False
e1_readout_all_one,0.4141170338234195,0.0011810598603354022,0.0011810486573209406,0.0022946350288840216,0.0011810486573209406,0.001946241867434051,0.0013059802689043675,0.003591581461102063,146,-2.9277280902319314,-2.927732209777943,-2.710803189162883,False,False
e1_readout_all_one,0.42935044005022294,0.001139156506548314,0.001139144906230139,0.0022935123246391837,0.001139144906230139,0.001946241867434051,0.0013059802689043675,0.003591581461102063,147,-2.943416604927949,-2.9434210274807713,-2.710803189162883,False,False
e1_readout_all_one,0.44514421121330605,0.0010987399481357028,0.0010987279053630437,0.0022953628842179927,0.0010987279053630437,0.001946241867434051,0.0013059802689043675,0.003591581461102063,148,-2.9591050850596194,-2.9591098451835998,-2.710803189162883,False,False
e1_readout_all_one,0.46151896048723606,0.0010597574194470588,0.001059744904639528,0.0023001876236847926,0.001059744904639528,0.001946241867434051,0.0013059802689043675,0.003591581461102063,149,-2.974793534218447,-2.974798662886428,-2.710803189162883,False,False
e1_readout_all_one,0.4784960593077398,0.0010221579702109997,0.0010221450255587692,0.0023079912293243405,0.0010221450255587692,0.001946241867434051,0.0013059802689043675,0.003591581461102063,150,-2.990481980630546,-2.9904874805892563,-2.710803189162883,False,False
e1_readout_all_one,0.4960976652645417,0.0009858926230725093,0.0009858791947953917,0.0023187821554974987,0.0009858791947953917,0.001946241867434051,0.0013059802689043675,0.003591581461102063,151,-3.006170382976123,-3.0061762982920848,-2.710803189162883,False,False
e1_readout_all_one,0.5143467510202508,0.0009509139775390615,0.0009509000801516166,0.002332572626807486,0.0009509000801516166,0.001946241867434051,0.0013059802689043675,0.003591581461102063,152,-3.0218587688353096,-3.0218651159949133,-2.710803189162883,False,False
e1_readout_all_one,0.5332671342930358,0.000917176469428202,0.0009171620287818427,0.0023493786445212736,0.0009171620287818427,0.001946241867434051,0.0013059802689043675,0.003591581461102063,153,-3.0375470958179993,-3.0375539336977417,-2.710803189162883,False,False
e1_readout_all_one,0.5528835089422203,0.0008846359658507652,0.0008846210076090247,0.002369219997238552,0.0008846210076090247,0.001946241867434051,0.0013059802689043675,0.003591581461102063,154,-3.0532354078863784,-3.05324275140057,-2.710803189162883,False,False
e1_readout_all_one,0.573221477197369,0.000853250068247593,0.0008532345458550885,0.0023921202757333287,0.0008532345458550885,0.001946241867434051,0.0013059802689043675,0.003591581461102063,155,-3.0689236683120815,-3.0689315691033983,-2.710803189162883,False,False
e1_readout_all_one,0.5943075830729347,0.0008229777360092275,0.0008229616796103671,0.002418106891967003,0.0008229616796103671,0.001946241867434051,0.0013059802689043675,0.003591581461102063,156,-3.0846119135837515,-3.0846203868062267,-2.710803189162883,False,False
e1_readout_all_one,0.6161693470120634,0.0007937795878221633,0.0007937628983697311,0.0024472111022088377,0.0007937628983697311,0.001946241867434051,0.0013059802689043675,0.003591581461102063,157,-3.1003000732421313,-3.1003092045090557,-2.710803189162883,False,False
e1_readout_all_one,0.6388353018047882,0.0007656173950473097,0.0007656000934656149,0.0024794680342627674,0.0007656000934656149,0.001946241867434051,0.0013059802689043675,0.003591581461102063,158,-3.1159882078236407,-3.1159980222118837,-2.710803189162883,False,False
e1_readout_all_one,0.6623350298274817,0.0007384544416738703,0.0007384365083306463,0.0025149167187378486,0.0007384365083306463,0.001946241867434051,0.0013059802689043675,0.003591581461102063,159,-3.1316762929586157,-3.131686839914712,-2.710803189162883,False,False
e1_readout_all_one,0.6866992016521691,0.000712255255646055,0.0007122366905249703,0.0025536001243523336,0.0007122366905249703,0.001946241867434051,0.0013059802689043675,0.003591581461102063,160,-3.1473643374697993,-3.1473756576175402,-2.710803189162883,False,False
e1_readout_all_one,0.7119596160761011,0.0006869857238408563,0.0006869664454656389,0.002595565197232087,0.0006869664454656389,0.001946241867434051,0.0013059802689043675,0.003591581461102063,161,-3.1630522878626617,-3.1630644753203687,-2.710803189162883,False,False
e1_readout_all_one,0.7381492416238172,0.0006626127955633324,0.0006625927917977,0.0026408629041750693,0.0006625927917977,0.001946241867434051,0.0013059802689043675,0.003591581461102063,162,-3.178740181812205,-3.178753293023197,-2.710803189162883,False,False
e1_readout_all_one,0.7653022595758805,0.0006391046263720528,0.0006390839183487162,0.002689548279844527,0.0006390839183487162,0.001946241867434051,0.0013059802689043675,0.003591581461102063,163,-3.1944280386545714,-3.194442110726026,-2.710803189162883,False,False
e1_readout_all_one,0.7934541085804326,0.0006164306086851995,0.0006164091426105467,0.0027416804778638165,0.0006164091426105467,0.001946241867434051,0.0013059802689043675,0.003591581461102063,164,-3.210115804650178,-3.210130928428854,-2.710803189162883,False,False
e1_readout_all_one,0.8226415309057984,0.0005945611252522588,0.0005945388706941987,0.0027973228257769265,0.0005945388706941987,0.001946241867434051,0.0013059802689043675,0.003591581461102063,165,-3.2258034900862755,-3.2258197461316827,-2.710803189162883,False,False
e1_readout_all_one,0.8529026203945023,0.0005734676267958491,0.0005734445587054884,0.00285654288383366,0.0005734445587054884,0.001946241867434051,0.0013059802689043675,0.003591581461102063,166,-3.2414910937187,-3.2415085638345107,-2.710803189162883,False,False
e1_readout_all_one,0.8842768721812921,0.0005531226011897928,0.000553098675491094,0.0029194125075667522,0.000553098675491094,0.001946241867434051,0.0013059802689043675,0.003591581461102063,167,-3.2571785954243957,-3.257197381537339,-2.710803189162883,False,False
e1_readout_all_one,0.9168052342400443,0.0005334994684397764,0.0005334746667063885,0.002986007914110883,0.0005334746667063885,0.001946241867434051,0.0013059802689043675,0.003591581461102063,168,-3.272866008955138,-3.2728861992401677,-2.710803189162883,False,False
